11406_44104,/data/TIB_dataset/videos/11406.wav_44104.wav,ZunÃ¤chst der Versuchsaufbau.,train
11406_47064,/data/TIB_dataset/videos/11406.wav_47064.wav,Vorn links die Filmkamera.,train
11406_50161,/data/TIB_dataset/videos/11406.wav_50161.wav,Im Hintergrund die horizontal angeordnete,train
11406_53040,/data/TIB_dataset/videos/11406.wav_53040.wav,Zeitstand-Zugvorrichtung.,train
11406_54754,/data/TIB_dataset/videos/11406.wav_54754.wav,"Sie ist speziell fÃ¼r kinematographische
Belange ausgelegt.",train
11406_59731,/data/TIB_dataset/videos/11406.wav_59731.wav,"Dahinter schlieÃlich die Beleuchtungsquelle
mit Polarisationsfilter.",train
11406_65545,/data/TIB_dataset/videos/11406.wav_65545.wav,"In die Klemmbacken der Zugvorrichtung
werden die",train
11406_68157,/data/TIB_dataset/videos/11406.wav_68157.wav,auf der RÃ¼ckseite mattierten SchulterstÃ¤be,train
11406_70459,/data/TIB_dataset/videos/11406.wav_70459.wav,aus glasklarem Polystyrol eingespannt.,train
11406_74077,/data/TIB_dataset/videos/11406.wav_74077.wav,Sie sind 3 mm dick,train
11406_76105,/data/TIB_dataset/videos/11406.wav_76105.wav,und im Bereich der MeÃlÃ¤nge 10 mm breit.,train
11406_79735,/data/TIB_dataset/videos/11406.wav_79735.wav,Im Material vorhandene,train
11406_81255,/data/TIB_dataset/videos/11406.wav_81255.wav,"ortsvariable molekulare Orientierungen,",train
11406_84047,/data/TIB_dataset/videos/11406.wav_84047.wav,"die durch den SpritzgieÃprozeÃ
entstanden sind,",train
11406_87054,/data/TIB_dataset/videos/11406.wav_87054.wav,haben doppelbrechende Eigenschaften,train
11406_89413,/data/TIB_dataset/videos/11406.wav_89413.wav,und sind bei polarisiertem Licht,train
11406_91299,/data/TIB_dataset/videos/11406.wav_91299.wav,"und im unbelasteten Zustand an
den parabelfÃ¶rmigen",train
11406_94989,/data/TIB_dataset/videos/11406.wav_94989.wav,Isochromaten deutlich zu erkennen.,train
11406_99361,/data/TIB_dataset/videos/11406.wav_99361.wav,Bei Belastung Ã¼berlagern sich zusÃ¤tzlich,train
11406_102595,/data/TIB_dataset/videos/11406.wav_102595.wav,"spannungs- und deformationsbedingte
Effekte.",train
11406_108020,/data/TIB_dataset/videos/11406.wav_108020.wav,"Die zeitabhÃ¤ngige Materialverformung
wird mit Hilfe eines",train
11406_111600,/data/TIB_dataset/videos/11406.wav_111600.wav,Ã¼ber der Probe angeordneten induktiven,train
11406_114529,/data/TIB_dataset/videos/11406.wav_114529.wav,"Wegaufnehmers und eines
Schreibers registriert.",train
11406_119682,/data/TIB_dataset/videos/11406.wav_119682.wav,Sowohl die GleichmaÃdehnung als auch,train
11406_122555,/data/TIB_dataset/videos/11406.wav_122555.wav,"inhomogene Deformationsmechanismen
wie FlieÃzonen und",train
11406_125912,/data/TIB_dataset/videos/11406.wav_125912.wav,"EinschnÃ¼rungen werden gleichzeitig
kinematographisch",train
11406_129309,/data/TIB_dataset/videos/11406.wav_129309.wav,bis zum Bruch dokumentiert.,train
11406_132333,/data/TIB_dataset/videos/11406.wav_132333.wav,Belastungsbeginn.,train
11406_134085,/data/TIB_dataset/videos/11406.wav_134085.wav,GleichmaÃdehnung.,train
11406_136531,/data/TIB_dataset/videos/11406.wav_136531.wav,FlieÃzonenbildung und Bruch.,train
11406_144412,/data/TIB_dataset/videos/11406.wav_144412.wav,FlieÃzonenbildung und Brucheinleitung,train
11406_146713,/data/TIB_dataset/videos/11406.wav_146713.wav,sollen zunÃ¤chst an einer Probe,train
11406_148222,/data/TIB_dataset/videos/11406.wav_148222.wav,"gezeigt werden, die mit 47 N/mm^2",train
11406_152689,/data/TIB_dataset/videos/11406.wav_152689.wav,belastet wird und im,train
11406_154371,/data/TIB_dataset/videos/11406.wav_154371.wav,nichtpolarisierten Licht zeitgerafft mit,train
11406_157568,/data/TIB_dataset/videos/11406.wav_157568.wav,60 B/h beobachtet wird.,train
11406_160512,/data/TIB_dataset/videos/11406.wav_160512.wav,"Die FlieÃzonen laufen nicht ganz bis zu
den StabrÃ¤ndern.",train
11406_164265,/data/TIB_dataset/videos/11406.wav_164265.wav," Dies ist bedingt durch starke
molekulare Orientierungen",train
11406_167505,/data/TIB_dataset/videos/11406.wav_167505.wav,und Druckeigenspannungen in der Spritzhaut.,train
11406_170512,/data/TIB_dataset/videos/11406.wav_170512.wav,"Die Spritztemperatur der Probe betrug
180 Grad Celsius.",train
11406_175661,/data/TIB_dataset/videos/11406.wav_175661.wav,SchlieÃlich ein SprÃ¶dbruch,train
11406_177794,/data/TIB_dataset/videos/11406.wav_177794.wav,mit geringen plastischen Verformungsanteilen.,train
11406_181928,/data/TIB_dataset/videos/11406.wav_181928.wav,Alle folgenden Versuche werden in polarisiertem,train
11406_184877,/data/TIB_dataset/videos/11406.wav_184877.wav,"Licht beobachtet, wobei die Spritztemperatur
variiert wird;",train
11406_188670,/data/TIB_dataset/videos/11406.wav_188670.wav, wir beginnen mit 180 Grad Celsius;,train
11406_191677,/data/TIB_dataset/videos/11406.wav_191677.wav, die Belastungsart,train
11406_193013,/data/TIB_dataset/videos/11406.wav_193013.wav,wird jeweils zweifach variiert.,train
11406_195473,/data/TIB_dataset/videos/11406.wav_195473.wav,Zum einen nÃ¤mlich wird mit einer,train
11406_197252,/data/TIB_dataset/videos/11406.wav_197252.wav,"geringfÃ¼gigen LastÃ¼berhÃ¶hung begonnen, so daÃ,",train
11406_200689,/data/TIB_dataset/videos/11406.wav_200689.wav,"wie hier erkennbar, bereits FlieÃzonen
vorhanden sind.",train
11406_205712,/data/TIB_dataset/videos/11406.wav_205712.wav,"Man erkennt, daÃ die",train
11406_206975,/data/TIB_dataset/videos/11406.wav_206975.wav,"Ã¤uÃerst niedrige Spritztemperatur von
180 Grad Celsius",train
11406_210800,/data/TIB_dataset/videos/11406.wav_210800.wav,extreme OrientierungsinhomogenitÃ¤ten,train
11406_213420,/data/TIB_dataset/videos/11406.wav_213420.wav,"Ã¼ber Querschnitt und LÃ¤ngsachse zur
Folge hat.",train
11406_216333,/data/TIB_dataset/videos/11406.wav_216333.wav,"Die Belastung wird dann
schnell aufgebracht.",train
11406_220611,/data/TIB_dataset/videos/11406.wav_220611.wav,"Die hohe Isochromatendichte im
Bereich der Spritzhaut",train
11406_223316,/data/TIB_dataset/videos/11406.wav_223316.wav,"belegt, daÃ hier wÃ¤hrend des",train
11406_225332,/data/TIB_dataset/videos/11406.wav_225332.wav,SpritzgieÃprozesses besonders starke,train
11406_227396,/data/TIB_dataset/videos/11406.wav_227396.wav,molekulare Orientierungen erzeugt wurden.,train
11406_231427,/data/TIB_dataset/videos/11406.wav_231427.wav,Ohne jede VorankÃ¼ndigung wird die Probe bei der,train
11406_233849,/data/TIB_dataset/videos/11406.wav_233849.wav,rechten FlieÃzone sprÃ¶de brechen.,train
11406_243827,/data/TIB_dataset/videos/11406.wav_243827.wav,Nun die andere Belastungsart.,train
11406_245452,/data/TIB_dataset/videos/11406.wav_245452.wav,"Bringt man dieselbe Belastung schonend auf,",train
11406_248260,/data/TIB_dataset/videos/11406.wav_248260.wav,"so bleiben die Proben zunÃ¤chst
flieÃzonenfrei.",train
11406_255200,/data/TIB_dataset/videos/11406.wav_255200.wav,In diesem Falle kÃ¼ndigt sich der Bruch,train
11406_256960,/data/TIB_dataset/videos/11406.wav_256960.wav,hÃ¤ufig schon vorzeitig an.,train
11406_260525,/data/TIB_dataset/videos/11406.wav_260525.wav,Bereits geringste plastische Verformungen,train
11406_262635,/data/TIB_dataset/videos/11406.wav_262635.wav,in der nÃ¤heren Umgebung einer,train
11406_263841,/data/TIB_dataset/videos/11406.wav_263841.wav,FlieÃzone lassen diese,train
11406_265722,/data/TIB_dataset/videos/11406.wav_265722.wav,- wie hier im linken Bilddrittel -,train
11406_267836,/data/TIB_dataset/videos/11406.wav_267836.wav,zu einer Art Isochromatenquelle werden.,train
11406_271320,/data/TIB_dataset/videos/11406.wav_271320.wav,"Ursache hierfÃ¼r sind molekulare Orientierungen,",train
11406_274184,/data/TIB_dataset/videos/11406.wav_274184.wav,die bei der lokalen Deformation erzeugt werden.,train
11406_292716,/data/TIB_dataset/videos/11406.wav_292716.wav,Wiederholen wir die brucheinleitenden,train
11406_294735,/data/TIB_dataset/videos/11406.wav_294735.wav,inhomogenen Deformationserscheinungen mit,train
11406_297493,/data/TIB_dataset/videos/11406.wav_297493.wav,zusÃ¤tzlicher tricktechnischer Zeitdehnung.,train
11406_299770,/data/TIB_dataset/videos/11406.wav_299770.wav,FlieÃzone im linken Bilddrittel.,train
11406_303627,/data/TIB_dataset/videos/11406.wav_303627.wav,Beginn der plastischen Deformation,train
11406_305820,/data/TIB_dataset/videos/11406.wav_305820.wav,in FlieÃzonenumgebung,train
11406_307470,/data/TIB_dataset/videos/11406.wav_307470.wav,ca. 10 Minuten vor dem Bruch.,train
11406_361518,/data/TIB_dataset/videos/11406.wav_361518.wav,"Laterales Wachstum der FlieÃzone
und nachfolgender Bruch.",train
11406_367447,/data/TIB_dataset/videos/11406.wav_367447.wav,"Das Bruchbild zeigt stÃ¤rkere
plastische Verformungsanteile.",train
11406_393582,/data/TIB_dataset/videos/11406.wav_393582.wav,Bei einer Spritztemperatur von,train
11406_395554,/data/TIB_dataset/videos/11406.wav_395554.wav,"200 Grad Celsius homogenere
molekulare Orientierungen.",train
11406_406958,/data/TIB_dataset/videos/11406.wav_406958.wav,Die FlieÃzone rechts von der Bildmitte,train
11406_409784,/data/TIB_dataset/videos/11406.wav_409784.wav,leitet den Bruch mit geringfÃ¼giger,train
11406_411934,/data/TIB_dataset/videos/11406.wav_411934.wav, plastischer Deformation ein.,train
11406_416078,/data/TIB_dataset/videos/11406.wav_416078.wav,"RÃ¼ckstellung der reversiblen
Dehnungsanteile.",train
11406_421377,/data/TIB_dataset/videos/11406.wav_421377.wav,Erst bei tricktechnischer Zeitdehnung ist,train
11406_424068,/data/TIB_dataset/videos/11406.wav_424068.wav,"die brucheinleitende Deformationsphase
in Einzelschritten wahrnehmbar.",train
11406_438007,/data/TIB_dataset/videos/11406.wav_438007.wav,"Bringt man dagegen die Last langsam auf,",train
11406_440657,/data/TIB_dataset/videos/11406.wav_440657.wav,so ist die Deformation zunÃ¤chst homogen.,train
11406_456621,/data/TIB_dataset/videos/11406.wav_456621.wav,Bis sich schlieÃlich FlieÃzonen bilden,train
11406_469106,/data/TIB_dataset/videos/11406.wav_469106.wav,und eine brucheinleitende Verformung.,train
11406_478965,/data/TIB_dataset/videos/11406.wav_478965.wav, In der Wiederholung,train
11406_479955,/data/TIB_dataset/videos/11406.wav_479955.wav,"verdeutlicht die grÃ¶Ãere Zeitdehnung,",train
11406_482217,/data/TIB_dataset/videos/11406.wav_482217.wav,"wie flieÃzonenbenachbarte
plastische Deformation",train
11406_485554,/data/TIB_dataset/videos/11406.wav_485554.wav, und laterales FlieÃzonenwachstum ablaufen.,train
11406_494798,/data/TIB_dataset/videos/11406.wav_494798.wav,Das Bruchbild zeigt geringfÃ¼gige plastische Verformungsanteile.,train
11406_513588,/data/TIB_dataset/videos/11406.wav_513588.wav,"Geringere molekulare Orientierungen
und homogenere Verteilung",train
11406_517767,/data/TIB_dataset/videos/11406.wav_517767.wav,"bei einer Spritztemperatur von
220 Grad Celsius.",train
11406_521981,/data/TIB_dataset/videos/11406.wav_521981.wav,"ZunÃ¤chst in den flieÃzonenfreien
Probenbereichen GleichmaÃdehnung.",train
11406_526813,/data/TIB_dataset/videos/11406.wav_526813.wav,SprÃ¶der Bruch rechts.,train
11406_533166,/data/TIB_dataset/videos/11406.wav_533166.wav,Homogene Deformation nach langsamer Lastaufbringung.,train
11406_550738,/data/TIB_dataset/videos/11406.wav_550738.wav,FlieÃzonenbildung.,train
11406_565122,/data/TIB_dataset/videos/11406.wav_565122.wav,Die Spritzhaut bleibt bei den,train
11406_567455,/data/TIB_dataset/videos/11406.wav_567455.wav,"nicht bruchbeteiligten FlieÃzonen
unversehrt.",train
11406_577399,/data/TIB_dataset/videos/11406.wav_577399.wav,"Zeitgedehnte Teilwiederholung der
brucheinleitenden Deformationsprozesse.",train
11406_582716,/data/TIB_dataset/videos/11406.wav_582716.wav,"Plastische Deformation in
FlieÃzonenumgebung.",train
11406_591585,/data/TIB_dataset/videos/11406.wav_591585.wav,"Laterales FlieÃzonenwachstum mit
nachfolgendem Bruch.",train
11406_609941,/data/TIB_dataset/videos/11406.wav_609941.wav,"Die hohe Spritztemperatur von
240 Grad Celsius",train
11406_614092,/data/TIB_dataset/videos/11406.wav_614092.wav,"hat nur geringe molekulare
Orientierungen zur Folge.",train
11406_626412,/data/TIB_dataset/videos/11406.wav_626412.wav,Da die LastÃ¼berhÃ¶hung in diesem Fall,train
11406_628662,/data/TIB_dataset/videos/11406.wav_628662.wav,"etwas schwÃ¤cher gewÃ¤hlt wurde,",train
11406_630462,/data/TIB_dataset/videos/11406.wav_630462.wav,"kÃ¼ndigt sich der Bruch Ã¤uÃerst
kurzfristig an.",train
11406_638965,/data/TIB_dataset/videos/11406.wav_638965.wav,Dasselbe zeitgedehnt.,train
11406_651254,/data/TIB_dataset/videos/11406.wav_651254.wav,Bruchbild ohne plastische Verformungsanteile.,train
11406_657708,/data/TIB_dataset/videos/11406.wav_657708.wav,"ErhÃ¶hte Anzahl von FlieÃzonen bei
geringfÃ¼gig gesteigerter Belastung.",train
11406_667019,/data/TIB_dataset/videos/11406.wav_667019.wav,Der Bruch wird an der linken,train
11406_668543,/data/TIB_dataset/videos/11406.wav_668543.wav,"FlieÃzone erfolgen, die als erste",train
11406_671076,/data/TIB_dataset/videos/11406.wav_671076.wav,und am stÃ¤rksten durch plastische,train
11406_672964,/data/TIB_dataset/videos/11406.wav_672964.wav,Deformation gekennzeichnet ist.,train
11406_678410,/data/TIB_dataset/videos/11406.wav_678410.wav,"Langsamer Abbau der reversiblen
Dehnungsanteile.",train
11406_683560,/data/TIB_dataset/videos/11406.wav_683560.wav," Bei Zeitdehnung wird deutlich,",train
11406_685713,/data/TIB_dataset/videos/11406.wav_685713.wav,"daÃ wiederum plastische Deformation
und laterales FlieÃzonenwachstum",train
11406_689791,/data/TIB_dataset/videos/11406.wav_689791.wav,kombiniert auftreten.,train
11406_691388,/data/TIB_dataset/videos/11406.wav_691388.wav,Daneben ist eine Verdickung,train
11406_693007,/data/TIB_dataset/videos/11406.wav_693007.wav,der bruchbeteiligten FlieÃzone erkennbar.,train
11406_718688,/data/TIB_dataset/videos/11406.wav_718688.wav,"Bei bestimmten BelastungsverhÃ¤ltnissen
wird die FlieÃzonenbildung",train
11406_722609,/data/TIB_dataset/videos/11406.wav_722609.wav,"im gleichen Material vollstÃ¤ndig
unterdrÃ¼ckt.",train
11406_746743,/data/TIB_dataset/videos/11406.wav_746743.wav,"Nach einer langen Phase der
GleichmaÃdehnung",train
11406_749616,/data/TIB_dataset/videos/11406.wav_749616.wav,"erfolgt stattdessen eine
inhomogene Deformation",train
11406_752705,/data/TIB_dataset/videos/11406.wav_752705.wav,in Form einer EinschnÃ¼rung.,train
11406_756889,/data/TIB_dataset/videos/11406.wav_756889.wav,Ãber das PhÃ¤nomen der EinschnÃ¼rung,train
11406_758648,/data/TIB_dataset/videos/11406.wav_758648.wav,berichtet IWF-Film B 1614.,train
